,R,F,M,C,L
29452,12,10,10685,0.718631727,24
29453,208,7,8693,0.88327735,47
29454,298,10,14180,0.541477433,22
29455,9,10,9740,0.788270021,88
29456,102,17,12420,0.618095008,40
29457,20,7,7756,0.989774368,56
29458,96,10,14367,0.534322406,44
29459,294,6,10764,0.7131308059999999,61
29460,583,8,9741,0.788009445,71
29461,147,9,10940,0.7016014629999999,22
29462,16,9,11291,0.6797847840000001,32
29463,2,14,12144,0.632017457,19
29464,145,10,9624,0.797481297,61
29465,156,4,11072,0.693152999,108
29466,76,5,10625,0.722309647,42
29467,36,11,13147,0.5836578689999999,25
29468,10,6,12018,0.638453154,29
29469,93,11,10701,0.717024577,31
29470,49,12,12562,0.6107482879999999,34
29471,163,11,11880,0.645808081,77
29472,402,2,7672,1.0,13
29473,657,2,7672,1.0,96
29474,34,9,10594,0.7241079859999999,85
29475,94,10,14104,0.543898894,27
29476,305,7,9560,0.8023734309999999,45
29477,245,8,10729,0.714892348,69
29478,172,3,8545,0.897523698,95
29479,174,13,13906,0.551490004,75
29480,152,8,11445,0.6700699000000001,68
29481,28,5,6049,1.267751694,49
29482,1,12,8583,0.8933857629999999,105
29483,84,11,9969,0.76913231,84
29484,542,4,7667,1.0,66
29485,91,8,10460,0.732982792,13
29486,644,4,5479,1.399342946,41
29487,69,8,12931,0.592903101,39
29488,6,4,9623,0.796685025,78
29489,163,9,12606,0.608131049,21
29490,220,6,13328,0.575147059,65
29491,30,11,11947,0.641597891,52
29492,15,8,12914,0.593542667,47
29493,271,5,5971,1.283689499,15
29494,125,8,10234,0.7489573970000001,22
29495,44,11,15848,0.483643362,29
29496,284,5,14557,0.526513705,101
29497,119,7,10280,0.74547179,34
29498,186,8,10440,0.734017241,84
29499,647,3,10947,0.7,91
29500,15,8,12163,0.6300049329999999,21
29501,10,8,12266,0.62470406,48
29502,473,4,9288,0.825,19
29503,484,4,9288,0.825,42
29504,459,4,9288,0.825,17
29505,349,5,9318,0.8222901909999999,91
29506,542,5,10408,0.736174097,19
29507,81,8,9719,0.788320815,85
29508,18,8,11726,0.653392461,38
29509,307,4,8095,0.946411365,20
29510,221,5,10851,0.706004055,22
29511,9,8,8570,0.893871645,20
29512,273,9,12140,0.6310082370000001,33
29513,7,8,11887,0.644403971,18
29514,82,11,13907,0.550753577,18
29515,589,3,5106,1.5,39
29516,595,8,9536,0.803135487,88
29517,164,11,10244,0.74758688,43
29518,351,8,10345,0.7402319959999999,13
29519,184,12,10653,0.7187909509999999,64
29520,51,7,11190,0.6842278820000001,55
29521,269,10,11496,0.665927279,32
29522,74,7,8205,0.932923827,14
29523,435,4,8603,0.889747762,18
29524,12,16,9688,0.790089802,20
29525,41,5,10750,0.7120000000000001,18
29526,124,10,10469,0.731110899,67
29527,540,4,13005,0.5884890429999999,80
29528,6,9,9093,0.841633124,48
29529,33,5,13361,0.572784223,47
29530,38,9,11381,0.672418944,26
29531,349,7,9703,0.788601463,22
29532,5,7,9156,0.835714286,47
29533,49,7,10228,0.748071959,77
29534,104,9,10514,0.727629827,34
29535,446,6,12142,0.629978587,40
29536,163,7,8367,0.9141376840000001,32
29537,302,5,7715,0.9913570970000001,74
29538,516,11,10125,0.7551209879999999,21
29539,97,5,5795,1.31932528,16
29540,67,12,11258,0.679101972,18
29541,313,6,13060,0.585283308,46
29542,1,10,11610,0.6583298879999999,30
29543,560,6,15666,0.487839908,34
29544,107,7,10872,0.702931383,107
29545,220,2,5420,1.41,45
29546,3,10,9950,0.7680552759999999,35
29547,12,8,11261,0.678637776,93
29548,72,9,13394,0.570559206,26
29549,89,6,9254,0.8257974929999999,26
29550,7,8,8961,0.8527920990000001,51
29551,43,8,9137,0.836347817,36
29552,14,9,12360,0.618255663,37
29553,111,4,9574,0.798119908,55
29554,169,4,11684,0.653984081,64
29555,1,8,11926,0.640546705,87
29556,153,9,10406,0.734029406,45
29557,134,8,12175,0.627356879,28
29558,76,9,13772,0.554588295,82
29559,29,11,9340,0.817719486,40
29560,178,5,9509,0.803154906,33
29561,20,14,12418,0.615,15
29562,131,9,8889,0.8591146359999999,32
29563,15,16,11863,0.643730085,28
29564,254,7,18486,0.413006059,16
29565,174,11,11232,0.679731125,32
29566,440,2,8981,0.85,14
29567,560,3,6047,1.262245742,47
29568,1,5,11425,0.6679999999999999,27
29569,114,6,11113,0.686733555,54
29570,127,8,13779,0.55380942,78
29571,416,4,12874,0.592725649,65
29572,48,18,11776,0.647916101,37
29573,32,10,9662,0.789667771,40
29574,395,9,13671,0.5580645160000001,31
29575,111,9,10806,0.706023505,93
29576,199,5,12815,0.595311744,69
29577,243,7,12604,0.605180895,33
29578,16,5,9857,0.773812519,16
29579,77,6,11992,0.636007338,21
29580,196,8,13399,0.569220091,17
29581,210,6,10546,0.723201214,70
29582,153,7,9265,0.8231570429999999,76
29583,130,3,9600,0.794416667,22
29584,14,9,11280,0.675960993,80
29585,37,5,11155,0.6835159120000001,89
29586,51,12,10517,0.724919654,53
29587,69,6,10821,0.7045023570000001,52
29588,17,7,10460,0.728811663,105
29589,12,11,9588,0.795089695,14
29590,246,11,14750,0.516823729,29
29591,101,5,11468,0.664696547,12
29592,201,9,10892,0.699839332,43
29593,48,10,10442,0.72998372,99
29594,268,13,9783,0.779121946,37
29595,83,8,12418,0.61376067,78
29596,64,7,8761,0.869955485,30
29597,12,18,10440,0.73,36
29598,321,6,10638,0.71641286,90
29599,125,12,10584,0.7200330690000001,32
29600,142,6,9753,0.7813585559999999,55
29601,16,8,11340,0.671994709,20
29602,129,6,10321,0.7382462940000001,50
29603,20,6,6575,1.158798479,14
29604,132,9,9160,0.831770742,40
29605,302,5,8468,0.8997401979999999,30
29606,37,11,13209,0.576760542,35
29607,122,4,13763,0.553515222,74
29608,140,6,10671,0.713890919,28
29609,42,11,11869,0.6418181820000001,18
29610,261,12,10996,0.692663696,28
29611,38,8,10231,0.744426742,81
29612,73,4,9148,0.8325,66
29613,33,8,14089,0.5405124570000001,13
29614,468,4,10688,0.7125,66
29615,63,8,10743,0.708840175,26
29616,49,8,12055,0.631668187,24
29617,226,6,11693,0.651204994,19
29618,4,11,10720,0.7102667909999999,27
29619,30,17,10142,0.7507325970000001,19
29620,118,6,10539,0.7223503179999999,12
29621,238,9,10367,0.7343098290000001,38
29622,170,4,5232,1.455,89
29623,189,4,5232,1.455,84
29624,298,8,9946,0.7653710029999999,41
29625,66,9,8925,0.852908683,52
29626,96,7,9210,0.826480999,83
29627,11,8,9477,0.803184552,20
29628,50,14,13382,0.568774473,33
29629,270,5,12126,0.627651328,43
29630,180,10,9893,0.769283332,84
29631,297,8,10566,0.720282037,55
29632,11,17,9709,0.7838160470000001,51
29633,381,8,12424,0.6125,28
29634,75,9,8464,0.899056002,12
29635,214,9,9682,0.7859347240000001,69
29636,120,12,8539,0.891105516,30
29637,60,9,9421,0.8076658529999999,17
29638,127,12,9798,0.776515615,26
29639,126,7,10407,0.7310598640000001,51
29640,487,4,12206,0.6232836310000001,25
29641,181,7,13561,0.560960106,70
29642,608,6,16701,0.455469732,45
29643,374,7,13630,0.558063096,95
29644,273,6,9373,0.811438173,30
29645,122,6,10677,0.7123321159999999,19
29646,391,11,15365,0.494991865,60
29647,83,6,12195,0.623657237,68
29648,153,10,13932,0.545894344,26
29649,104,9,12118,0.62758541,43
29650,373,4,8322,0.913782745,44
29651,174,11,10421,0.729714999,109
29652,71,12,10586,0.7183393159999999,23
29653,242,12,10535,0.721788325,103
29654,66,9,9664,0.78680774,31
29655,444,7,14385,0.528571429,103
29656,191,5,9518,0.798849548,49
29657,27,8,15036,0.505682362,12
29658,1,8,10632,0.715126975,89
29659,246,8,8395,0.90567838,52
29660,9,16,18088,0.420340557,15
29661,97,13,9670,0.7862409509999999,38
29662,53,6,11365,0.668974043,18
29663,465,4,7240,1.05,15
29664,2,6,10610,0.7164825640000001,51
29665,32,12,11051,0.687880735,15
29666,33,10,10932,0.695313758,38
29667,30,15,13986,0.5434784779999999,109
29668,10,8,11691,0.650020529,38
29669,186,6,9290,0.817953714,23
29670,104,8,11390,0.6671369620000001,14
29671,377,10,7728,0.9832039340000001,48
29672,46,14,12782,0.594444531,65
29673,514,7,9975,0.7617142859999999,29
29674,24,6,11768,0.6456279739999999,73
29675,86,9,9970,0.762044132,20
29676,24,12,11435,0.664381286,32
29677,2,14,12144,0.625573123,33
29678,146,10,9687,0.7842107979999999,37
29679,2,15,9815,0.773962303,80
29680,8,13,15001,0.506380241,91
29681,169,6,11481,0.661615713,95
29682,445,7,12103,0.62758407,94
29683,102,8,10318,0.736097112,14
29684,29,10,8398,0.904330793,32
29685,121,7,11855,0.640614087,46
29686,74,16,10646,0.713318617,75
29687,256,5,7289,1.041816436,77
29688,7,9,10760,0.705655204,39
29689,13,9,9962,0.7621260790000001,32
29690,58,9,9626,0.788680657,13
29691,39,6,9812,0.773661843,62
29692,160,3,9690,0.783333333,31
29693,6,10,14208,0.534144848,55
29694,164,5,15324,0.49524340899999997,12
29695,372,9,10226,0.7419812240000001,54
29696,32,3,13713,0.5532640560000001,16
29697,242,11,12081,0.627963745,18
29698,14,14,8820,0.8599727890000001,14
29699,52,7,6707,1.130824512,80
29700,84,13,10775,0.70382181,102
29701,10,9,19858,0.38188840799999996,28
29702,53,7,8776,0.86407247,13
29703,8,9,11776,0.6439240829999999,56
29704,212,10,12843,0.590425913,68
29705,95,12,12381,0.612454567,30
29706,133,4,12488,0.607197309,18
29707,101,6,10101,0.7506831009999999,18
29708,29,9,12830,0.591006235,16
29709,265,10,12664,0.598668667,35
29710,48,6,10892,0.696065002,75
29711,639,3,6231,1.216666667,29
29712,346,6,11941,0.6347709570000001,51
29713,136,12,19855,0.381751196,81
29714,106,9,10290,0.736592809,101
29715,158,8,10627,0.713178696,24
29716,33,5,7701,0.984144916,76
29717,169,5,12465,0.608,73
29718,109,9,13790,0.549523568,21
29719,64,9,9507,0.7970853059999999,14
29720,114,6,14208,0.533333333,12
29721,20,23,8908,0.850565784,93
29722,47,6,10254,0.7388648329999999,46
29723,219,4,7718,0.981549624,21
29724,203,13,10730,0.705987884,49
29725,338,9,8232,0.920159135,24
29726,234,5,13324,0.568492945,16
29727,440,8,13230,0.572524565,45
29728,189,13,10257,0.7384615379999999,38
29729,327,6,8873,0.853612082,31
29730,14,13,9474,0.799460629,32
29731,48,12,9712,0.779813633,30
29732,675,4,7868,0.9625,41
29733,29,13,14853,0.509831684,71
29734,124,8,15919,0.475676864,110
29735,170,4,11920,0.6351862420000001,65
29736,141,6,11462,0.660560984,22
29737,438,6,9764,0.775337976,39
29738,1,7,9283,0.815507918,72
29739,93,11,15952,0.474522944,54
29740,40,8,9389,0.8062072640000001,35
29741,157,9,10372,0.729604705,20
29742,25,8,10026,0.7547476559999999,13
29743,138,9,9648,0.784303483,35
29744,100,5,9377,0.806926522,31
29745,28,8,15610,0.484715567,69
29746,30,9,11419,0.662573781,36
29747,598,4,10423,0.7258226999999999,74
29748,8,12,8258,0.916089852,44
29749,35,8,11244,0.672718783,76
29750,129,10,14313,0.528446168,49
29751,153,8,15626,0.48399782399999997,83
29752,25,10,13214,0.572329348,28
29753,105,8,7961,0.949923376,111
29754,85,7,9706,0.779130435,66
29755,5,6,10067,0.751186053,32
29756,35,7,9622,0.785922885,48
29757,316,8,10481,0.721376777,83
29758,9,9,10881,0.69483871,80
29759,8,11,12275,0.615923422,102
29760,260,6,6990,1.081533619,55
29761,199,10,9436,0.801118058,22
29762,184,6,9296,0.813166954,48
29763,70,6,9672,0.7815053759999999,95
29764,66,9,12968,0.5828531770000001,23
29765,111,10,9273,0.815098674,17
29766,315,9,11255,0.67152821,23
29767,554,4,10271,0.7358339009999999,88
29768,138,7,9880,0.764918016,40
29769,12,9,10012,0.7548272070000001,62
29770,205,8,10935,0.691103795,22
29771,83,9,13702,0.551539191,37
29772,153,7,16677,0.45311746700000005,41
29773,13,6,9121,0.8284036840000001,66
29774,142,10,10190,0.74149264,85
29775,2,11,11247,0.671755135,24
29776,330,11,8057,0.937631873,68
29777,87,9,12215,0.61844781,56
29778,139,8,10015,0.7543005490000001,76
29779,323,15,11080,0.681796029,41
29780,240,10,7792,0.9694866529999999,21
29781,155,7,9933,0.760500352,25
29782,18,11,14267,0.529453985,40
29783,56,3,9333,0.809322833,12
29784,49,5,10243,0.73738065,23
29785,128,9,12081,0.625184173,77
29786,500,5,9231,0.818177879,65
29787,106,5,14541,0.519346675,15
29788,63,7,8177,0.92326281,77
29789,419,10,9586,0.787528688,65
29790,520,7,8959,0.84259962,23
29791,112,8,8402,0.8984348959999999,106
29792,64,10,14392,0.524480962,21
29793,216,9,9144,0.82545713,51
29794,147,11,14932,0.5054821860000001,52
29795,303,5,8011,0.9421545379999999,71
29796,41,13,13428,0.562031576,19
29797,618,4,8735,0.863978248,37
29798,582,6,11983,0.629796378,98
29799,520,4,9288,0.8125,65
29800,636,4,9288,0.8125,28
29801,17,8,8829,0.854685695,43
29802,192,15,12643,0.5968029739999999,78
29803,32,7,10912,0.691473607,67
29804,3,14,16834,0.44821670399999997,83
29805,102,7,8114,0.929881686,93
29806,181,7,13172,0.572761919,39
29807,109,7,14179,0.5320819520000001,27
29808,260,6,12143,0.62122375,95
29809,179,3,7387,1.021185867,22
29810,100,7,9405,0.8020616690000001,69
29811,203,6,9661,0.7808032290000001,19
29812,104,5,10364,0.727840602,60
29813,30,8,13902,0.5424428139999999,103
29814,248,5,12353,0.610412855,47
29815,8,10,12627,0.5970768989999999,19
29816,109,8,12946,0.582317318,24
29817,1,6,10473,0.7198013940000001,98
29818,142,13,10841,0.695326077,32
29819,20,4,11954,0.630562155,31
29820,89,8,9340,0.807036403,50
29821,200,12,9532,0.79075535,80
29822,6,8,9581,0.786665275,66
29823,49,9,8577,0.8787023429999999,12
29824,75,8,9712,0.7760090609999999,44
29825,110,8,10829,0.6959192909999999,14
29826,400,3,8828,0.853647485,21
29827,272,3,5142,1.465571762,33
29828,343,7,11965,0.629832846,55
29829,42,7,9646,0.781206718,107
29830,5,8,11104,0.678631124,54
29831,143,9,11054,0.681691695,50
29832,177,11,13240,0.5691389729999999,97
29833,142,6,9358,0.80522975,16
29834,419,5,7535,1.0,83
29835,349,4,12757,0.590652191,47
29836,59,9,9090,0.828888889,81
29837,31,9,10286,0.7324927090000001,103
29838,214,13,12696,0.593442817,110
29839,229,6,9219,0.817237227,32
29840,15,17,17731,0.424874514,36
29841,7,8,15150,0.497248845,98
29842,131,8,8909,0.845566281,51
29843,55,4,11553,0.652034969,18
29844,471,8,8403,0.896441747,32
29845,16,11,18066,0.416957821,98
29846,372,3,10200,0.738470588,19
29847,69,11,9350,0.805604278,74
29848,171,6,10763,0.699826257,44
29849,224,10,10071,0.747902889,43
29850,149,5,9243,0.8148966790000001,19
29851,101,16,13185,0.571259006,41
29852,330,6,11056,0.6812138209999999,18
29853,386,4,11368,0.6625,51
29854,209,4,11368,0.6625,36
29855,399,3,8526,0.8833333329999999,60
29856,201,6,13376,0.5629680020000001,12
29857,244,9,13220,0.569591528,94
29858,11,13,13689,0.550066477,31
29859,9,8,11692,0.64395142,18
29860,267,7,8992,0.837294262,20
29861,21,10,12725,0.591644794,15
29862,50,11,13315,0.5653946679999999,40
29863,10,7,11805,0.637689115,46
29864,503,7,8231,0.9145304340000001,72
29865,296,6,8205,0.917411335,93
29866,108,10,14150,0.5319448760000001,31
29867,177,6,9079,0.829056063,17
29868,413,8,9609,0.783317723,75
29869,168,6,12330,0.6104411999999999,76
29870,140,6,10591,0.710631668,69
29871,338,5,10841,0.6942394609999999,82
29872,28,5,8049,0.93501553,97
29873,145,6,12935,0.581807499,12
29874,176,8,10935,0.688155464,100
29875,33,11,9427,0.798181818,38
29876,200,9,11809,0.6371581000000001,21
29877,89,7,11109,0.677299487,29
29878,695,3,10260,0.7333333329999999,34
29879,155,10,15606,0.482097911,20
29880,176,4,9288,0.81,17
29881,419,10,10097,0.745092602,68
29882,227,11,10536,0.7140394840000001,26
29883,18,11,12100,0.621715702,31
29884,527,8,12882,0.583958236,47
29885,33,14,16942,0.44398005,21
29886,341,8,12886,0.583707124,49
29887,80,5,11214,0.67068575,81
29888,105,7,12090,0.62208933,17
29889,423,4,8540,0.880679157,38
29890,102,12,8494,0.885447375,13
29891,137,11,9936,0.756918277,25
29892,125,9,13567,0.554338468,31
29893,153,9,15226,0.493876264,76
29894,58,9,11014,0.6827092790000001,59
29895,161,4,8237,0.9127425029999999,60
29896,67,7,11007,0.683014445,40
29897,490,4,9774,0.7690198490000001,20
29898,8,9,16185,0.46437689200000004,50
29899,13,8,10824,0.6943098670000001,32
29900,126,10,8916,0.842839838,42
29901,23,11,11978,0.627358491,29
29902,11,11,13347,0.562990934,16
29903,204,6,8561,0.8777187240000001,23
29904,4,4,7868,0.955,24
29905,222,8,11540,0.651115251,45
29906,191,5,10119,0.7425061759999999,18
29907,73,9,10619,0.707540258,24
29908,565,3,7595,0.98921659,78
29909,286,10,13530,0.555249815,91
29910,429,13,12027,0.624627921,42
29911,385,2,13540,0.554830133,42
29912,103,8,11108,0.676259453,108
29913,256,12,15218,0.49360297,29
29914,168,6,9591,0.783125847,18
29915,71,7,11255,0.667279431,79
29916,163,11,10393,0.722571923,81
29917,35,4,10887,0.6897832279999999,72
29918,98,8,10023,0.7492297720000001,49
29919,373,6,11930,0.629446773,37
29920,99,11,14057,0.534195774,68
29921,417,15,8698,0.863301908,23
29922,346,6,6066,1.2377843720000001,66
29923,487,5,10556,0.71118795,35
29924,183,9,15687,0.478537005,12
29925,170,11,11005,0.682052703,50
29926,11,8,8830,0.8498629670000001,29
29927,161,6,12700,0.59083622,31
29928,109,8,11484,0.653383838,19
29929,72,9,9485,0.791024776,13
29930,18,6,12160,0.617009868,31
29931,116,5,9268,0.809519853,73
29932,35,9,11405,0.6578334060000001,94
29933,186,11,10556,0.710722812,98
29934,104,6,11127,0.674157455,36
29935,220,5,9691,0.77402848,27
29936,89,6,14380,0.521628651,27
29937,107,8,14139,0.530502864,23
29938,7,8,8409,0.89193721,102
29939,346,6,8542,0.878026223,69
29940,247,7,9977,0.751736995,36
29941,193,11,9099,0.8242707990000001,23
29942,524,5,5000,1.5,24
29943,6,14,11366,0.659846032,38
29944,16,6,11534,0.650220218,81
29945,114,8,11157,0.672154701,22
29946,156,11,11673,0.642381564,40
29947,224,5,10186,0.736149617,19
29948,330,6,8640,0.867783565,24
29949,7,16,9917,0.755957447,88
29950,115,8,13662,0.548670034,18
29951,190,8,10997,0.681605893,63
29952,177,8,7759,0.966043305,45
29953,315,7,14197,0.5279495670000001,17
29954,195,6,8663,0.865196814,64
29955,169,4,7301,1.026571703,37
29956,353,7,9801,0.7646005509999999,73
29957,136,3,9690,0.773333333,16
29958,245,8,9738,0.7695111929999999,93
29959,431,6,9951,0.752939403,82
29960,33,10,15187,0.493251465,22
29961,263,7,9411,0.795974923,98
29962,57,5,12030,0.6226799670000001,62
29963,153,12,12263,0.610833401,73
29964,477,11,12094,0.6192864229999999,29
29965,100,8,12109,0.618463952,96
29966,3,12,14289,0.524103856,29
29967,91,8,8515,0.879497358,18
29968,373,6,10130,0.739274432,71
29969,11,9,11666,0.641907252,13
29970,155,8,10259,0.7299385909999999,23
29971,88,8,10624,0.704854104,32
29972,105,8,8554,0.875422025,35
29973,185,7,14921,0.501806179,82
29974,138,10,10909,0.6863195529999999,43
29975,174,3,9432,0.793781807,100
29976,40,6,11392,0.657201545,87
29977,108,8,10009,0.7479048859999999,21
29978,13,13,11335,0.660411116,13
29979,11,9,10160,0.736778543,62
29980,36,9,18032,0.415124224,13
29981,334,9,10659,0.702246927,62
29982,468,10,9284,0.806247307,22
29983,133,7,9894,0.756491813,66
29984,26,8,10756,0.6957177390000001,47
29985,141,7,11255,0.6648218570000001,59
29986,520,8,7544,0.9917881759999999,23
29987,578,6,7482,1.0,57
29988,398,6,11090,0.674661858,51
29989,76,10,10134,0.738282021,53
29990,1,9,12378,0.604422362,40
29991,31,8,13206,0.56649629,53
29992,116,8,9368,0.798551452,32
29993,117,11,12620,0.592770206,31
29994,393,3,10947,0.683333333,66
29995,18,13,10340,0.7234226309999999,41
29996,43,9,10288,0.726998445,24
29997,136,12,13038,0.573656236,33
29998,155,20,13982,0.534924903,29
29999,121,7,10534,0.70997247,95
30000,16,16,13208,0.566225015,98
30001,37,6,13263,0.563864887,92
30002,102,10,8056,0.928300645,51
30003,2,10,11635,0.642695316,68
30004,114,20,11600,0.6445,21
30005,9,11,9339,0.800506478,15
30006,20,11,14250,0.524581053,22
30007,120,8,9472,0.789173353,111
30008,149,5,11150,0.6703874439999999,17
30009,677,4,7868,0.95,80
30010,94,9,8677,0.861394491,25
30011,213,5,8686,0.8604766290000001,39
30012,37,11,12352,0.605089054,36
30013,371,10,12230,0.611107931,84
30014,640,3,9342,0.8,46
30015,136,12,12086,0.618336091,37
30016,158,8,10341,0.722610966,31
30017,40,7,11199,0.667226538,57
30018,299,9,13139,0.568589695,59
30019,20,10,17262,0.43277430200000006,19
30020,55,13,10665,0.7004594470000001,34
30021,269,9,12584,0.593606961,64
30022,223,11,10116,0.738377817,26
30023,293,13,18525,0.40320054,64
30024,336,16,11220,0.6656327989999999,24
30025,4,7,13694,0.5453680439999999,55
30026,229,5,9509,0.785371753,66
30027,169,9,13138,0.568322424,57
30028,63,9,13318,0.560638985,39
30029,3,9,13501,0.5529516329999999,21
30030,56,9,10468,0.713103745,55
30031,115,7,12321,0.605802289,107
30032,121,6,9184,0.8127166809999999,70
30033,100,7,14939,0.49961443200000005,47
30034,2,6,11227,0.664793801,19
30035,120,7,11077,0.6737934459999999,24
30036,340,5,8968,0.832247993,51
30037,254,9,13459,0.554524853,110
30038,130,13,14552,0.5128724570000001,34
30039,25,11,12975,0.575136031,40
30040,162,7,11032,0.676379623,93
30041,380,6,12091,0.617136713,71
30042,8,13,10593,0.704369867,97
30043,195,9,9474,0.787561748,87
30044,262,8,9762,0.7642737140000001,28
30045,108,8,12960,0.575668981,65
30046,246,8,12499,0.596890951,41
30047,138,5,10275,0.726,58
30048,44,10,12156,0.6136344189999999,61
30049,173,9,15406,0.48417954,22
30050,9,11,12881,0.5790909089999999,52
30051,247,9,12530,0.595300878,44
30052,14,6,11689,0.638117889,35
30053,421,4,9146,0.8155368470000001,14
30054,152,10,9856,0.756777597,78
30055,357,8,10481,0.711611487,24
30056,149,14,9032,0.82571302,93
30057,44,7,15686,0.475441795,83
30058,2,7,10843,0.6877709120000001,27
30059,124,13,11739,0.6351861320000001,28
30060,209,9,9275,0.803895418,33
30061,186,7,10568,0.705534633,96
30062,31,12,11975,0.622597912,45
30063,20,6,11802,0.6316666670000001,104
30064,37,10,10614,0.7023572640000001,55
30065,4,5,5867,1.270576104,75
30066,488,6,9104,0.818771968,23
30067,475,7,9235,0.80714131,76
30068,8,8,13773,0.541140637,60
30069,86,5,10798,0.690201889,41
30070,25,8,14551,0.512179232,20
30071,12,5,9288,0.802307278,85
30072,61,10,11802,0.631337909,12
30073,60,5,9888,0.753537621,38
30074,138,10,9254,0.805111303,81
30075,251,5,9463,0.787226038,19
30076,506,9,9253,0.805019994,50
30077,214,9,8361,0.890751106,55
30078,181,5,9098,0.8185854029999999,63
30079,136,11,10030,0.742475573,71
30080,443,4,10189,0.7308568059999999,45
30081,55,9,18437,0.40388132600000004,82
30082,106,11,9337,0.7974927709999999,27
30083,277,9,9819,0.7582992159999999,17
30084,182,10,15204,0.48966850799999995,26
30085,33,10,12900,0.577037209,103
30086,319,7,8601,0.865416812,40
30087,40,12,15693,0.47429236,19
30088,134,8,9592,0.7759090909999999,112
30089,8,10,7995,0.930876798,38
30090,128,8,9237,0.80569449,26
30091,334,8,8882,0.837840576,67
30092,148,4,9745,0.763611083,71
30093,23,12,12281,0.605923785,34
30094,238,6,10196,0.729800902,82
30095,260,10,7989,0.931403179,23
30096,328,10,8601,0.865085455,72
30097,1,7,9728,0.764778988,75
30098,21,8,9807,0.7586081370000001,83
30099,99,7,10059,0.73958644,57
30100,35,10,9721,0.765238144,46
30101,369,8,8510,0.874089307,37
30102,13,12,9953,0.7473616,18
30103,475,4,12442,0.597821894,20
30104,62,8,10718,0.6939167759999999,106
30105,113,10,17990,0.413412451,23
30106,235,7,8641,0.8606735329999999,12
30107,5,6,11892,0.625385133,18
30108,326,5,12567,0.591784038,52
30109,65,12,8711,0.853651705,98
30110,186,8,11232,0.662037037,103
30111,290,9,10520,0.7068441059999999,34
30112,137,10,10552,0.70469674,21
30113,87,7,9323,0.7975919770000001,46
30114,615,2,4957,1.5,90
30115,34,7,12473,0.596110799,14
30116,292,5,11240,0.6614946620000001,28
30117,163,5,8819,0.8430729109999999,74
30118,44,7,10044,0.740083632,76
30119,430,10,12847,0.578578656,55
30120,140,8,8864,0.838531137,12
30121,118,7,8217,0.9044347090000001,53
30122,91,4,10506,0.7073577,72
30123,137,8,8328,0.892327089,81
30124,43,7,10745,0.6915988829999999,35
30125,11,14,10917,0.6807007420000001,56
30126,304,10,10988,0.676287768,34
30127,52,7,8332,0.891866299,25
30128,185,12,11952,0.621737784,94
30129,276,10,13017,0.570867327,71
30130,194,4,12175,0.610345791,95
30131,603,5,19211,0.38679923,21
30132,174,3,10961,0.6779281090000001,37
30133,19,13,11509,0.645646885,75
30134,51,7,12718,0.584245951,32
30135,531,4,9288,0.8,19
30136,38,10,9611,0.773106857,14
30137,126,10,5127,1.4491808069999998,15
30138,538,5,10302,0.7211803529999999,24
30139,36,15,14421,0.515126552,106
30140,224,8,8602,0.863520112,53
30141,19,13,12200,0.608846721,38
30142,337,5,9831,0.7554775709999999,20
30143,18,6,11143,0.6665233779999999,40
30144,175,5,8378,0.886482454,23
30145,85,8,11033,0.673113387,23
30146,118,12,7548,0.983873874,25
30147,372,5,10739,0.691502933,30
30148,10,8,10344,0.717865429,75
30149,477,3,10923,0.6798086609999999,15
30150,299,13,15246,0.486982815,55
30151,545,8,11680,0.6356121579999999,31
30152,342,3,10605,0.7,53
30153,27,3,10605,0.7,56
30154,12,10,12914,0.574831191,99
30155,494,4,7628,0.973164657,22
30156,137,7,10135,0.7324380859999999,16
30157,37,6,10618,0.6991184779999999,14
30158,211,6,8830,0.840646659,14
30159,50,8,9505,0.780785902,55
30160,724,2,13387,0.5543138870000001,23
30161,361,5,9095,0.815898846,29
30162,45,4,6380,1.163037618,30
30163,191,4,14708,0.504460158,16
30164,227,9,9331,0.79507234,82
30165,189,7,14026,0.528883502,23
30166,317,8,10696,0.693520942,24
30167,138,5,9275,0.799767116,33
30168,210,8,10292,0.720697629,18
30169,48,12,12077,0.6140986999999999,41
30170,9,10,9805,0.7563885770000001,80
30171,135,9,12141,0.6108434229999999,29
30172,3,5,9594,0.773002918,30
30173,146,9,11788,0.629102477,44
30174,313,6,10940,0.677824497,30
30175,9,13,11873,0.62447907,33
30176,136,8,8096,0.915753458,45
30177,381,6,7357,1.0077069459999999,72
30178,196,11,11049,0.670948502,21
30179,27,9,13289,0.557841072,61
30180,137,8,11765,0.630069698,29
30181,11,11,12720,0.582737421,51
30182,331,8,10504,0.705669269,40
30183,506,6,8936,0.829330797,17
30184,171,9,12188,0.608034132,88
30185,310,7,8861,0.836316443,106
30186,316,9,15157,0.488919311,101
30187,9,4,9560,0.775156904,21
30188,101,9,9675,0.765860465,60
30189,75,13,9788,0.757003474,22
30190,139,5,7810,0.948696543,67
30191,14,4,8508,0.870833333,36
30192,248,8,8728,0.848880614,39
30193,101,7,13491,0.5491727820000001,61
30194,96,14,15604,0.47480646,15
30195,44,7,8193,0.904152325,26
30196,23,9,18033,0.410774691,39
30197,483,8,10556,0.701700455,102
30198,89,6,12352,0.599654307,21
30199,109,5,11570,0.640169404,67
30200,342,8,8746,0.8468671390000001,38
